Entidad,Valor,Mes,Anio
12,21.2,5,2022
12,21.23,6,2022
12,21.33,7,2022
12,21.38,8,2022
12,21.25,9,2022
12,21.51,10,2022
12,21.22,11,2022
12,20.96,12,2022
12,21.37,1,2023
12,21.37,2,2023
12,21.43,3,2023
12,21.54,4,2023
12,21.51,5,2023
12,21.55,6,2023
12,21.7,7,2023
12,21.84,8,2023
12,21.81,9,2023
12,21.76,10,2023
12,21.78,11,2023
12,21.73,12,2023
12,22.11,1,2024
12,22.97,2,2024
12,23.06,3,2024
12,23.19,4,2024
12,23.25,5,2024
12,23.41,6,2024
12,23.64,7,2024
12,23.83,8,2024
12,23.64,9,2024
12,23.73,10,2024
12,23.79,11,2024
12,23.78,12,2024
12,24.17,1,2025
12,24.03,2,2025
12,23.76,3,2025
12,23.68,4,2025
13,16.46,1,2017
13,16.44,2,2017
13,16.36,3,2017
13,16.36,4,2017
13,16.24,5,2017
13,16.12,6,2017
13,16.03,7,2017
13,16.09,8,2017
13,16.32,9,2017
13,16.44,10,2017
13,16.52,11,2017
13,16.67,12,2017
13,17.29,1,2018
13,18.09,2,2018
13,18.33,3,2018
13,18.42,4,2018
13,18.65,5,2018
13,18.94,6,2018
13,19.22,7,2018
13,19.63,8,2018
13,19.89,9,2018
13,20.14,10,2018
13,20.19,11,2018
13,19.95,12,2018
13,19.9,1,2019
13,20.31,2,2019
13,20.78,3,2019
13,20.66,4,2019
13,20.66,5,2019
13,20.52,6,2019
13,20.53,7,2019
13,20.38,8,2019
13,20.37,9,2019
13,20.35,10,2019
13,20.34,11,2019
13,20.47,12,2019
13,20.58,1,2020
13,20.43,2,2020
13,18.87,3,2020
13,16.02,4,2020
13,17.06,5,2020
13,18.37,6,2020
13,19.39,7,2020
13,19.35,8,2020
13,19.21,9,2020
13,19.04,10,2020
13,18.29,11,2020
13,18.44,12,2020
13,19.42,1,2021
13,20.21,2,2021
13,20.69,3,2021
13,20.73,4,2021
13,20.78,5,2021
13,20.78,6,2021
13,20.7,7,2021
13,20.61,8,2021
13,20.54,9,2021
13,20.45,10,2021
13,20.44,11,2021
13,20.78,12,2021
13,21.17,1,2022
13,21.35,2,2022
13,21.92,3,2022
13,22.13,4,2022
13,22.34,5,2022
13,22.59,6,2022
13,22.54,7,2022
13,22.52,8,2022
13,22.17,9,2022
13,22.41,10,2022
13,22.36,11,2022
13,22.08,12,2022
13,22.32,1,2023
13,22.39,2,2023
13,22.51,3,2023
13,22.63,4,2023
13,22.39,5,2023
13,22.45,6,2023
13,22.65,7,2023
13,22.89,8,2023
13,23.02,9,2023
13,22.97,10,2023
13,22.84,11,2023
13,22.69,12,2023
13,23.0,1,2024
13,23.76,2,2024
13,23.95,3,2024
13,24.16,4,2024
13,24.23,5,2024
13,24.43,6,2024
13,24.77,7,2024
13,24.8,8,2024
13,24.65,9,2024
13,24.49,10,2024
13,24.25,11,2024
13,24.17,12,2024
13,24.69,1,2025
13,24.54,2,2025
13,24.04,3,2025
13,23.93,4,2025
14,16.22,1,2017
14,16.22,2,2017
14,16.14,3,2017
14,16.16,4,2017
14,16.07,5,2017
14,15.97,6,2017
14,15.89,7,2017
14,15.97,8,2017
14,16.19,9,2017
14,16.32,10,2017
14,16.4,11,2017
14,16.56,12,2017
14,17.19,1,2018
14,17.9,2,2018
14,18.11,3,2018
14,18.2,4,2018
14,18.36,5,2018
14,18.6,6,2018
14,19.03,7,2018
14,19.56,8,2018
14,19.76,9,2018
14,19.96,10,2018
14,19.91,11,2018
14,19.61,12,2018
14,19.54,1,2019
14,20.32,2,2019
14,20.68,3,2019
14,20.29,4,2019
14,20.06,5,2019
14,19.85,6,2019
14,19.93,7,2019
14,19.89,8,2019
14,19.96,9,2019
14,19.87,10,2019
14,19.95,11,2019
14,20.06,12,2019
14,20.14,1,2020
14,20.02,2,2020
14,17.92,3,2020
14,15.39,4,2020
14,16.97,5,2020
14,18.4,6,2020
14,19.21,7,2020
14,19.12,8,2020
14,19.01,9,2020
14,18.87,10,2020
14,18.15,11,2020
14,18.46,12,2020
14,19.63,1,2021
14,20.4,2,2021
14,20.58,3,2021
14,20.64,4,2021
14,20.73,5,2021
14,20.84,6,2021
14,20.81,7,2021
14,20.8,8,2021
14,20.76,9,2021
14,20.8,10,2021
14,20.65,11,2021
14,20.93,12,2021
14,21.22,1,2022
14,21.45,2,2022
14,21.73,3,2022
14,21.81,4,2022
14,21.78,5,2022
14,21.97,6,2022
14,22.14,7,2022
14,22.21,8,2022
14,22.13,9,2022
14,22.32,10,2022
14,22.14,11,2022
14,22.03,12,2022
14,22.41,1,2023
14,22.46,2,2023
14,22.48,3,2023
14,22.5,4,2023
14,22.53,5,2023
14,22.58,6,2023
14,22.75,7,2023
14,22.83,8,2023
14,22.78,9,2023
14,22.82,10,2023
14,22.83,11,2023
14,22.74,12,2023
14,23.05,1,2024
14,23.94,2,2024
14,24.05,3,2024
14,24.15,4,2024
14,24.16,5,2024
14,24.33,6,2024
14,24.59,7,2024
14,24.79,8,2024
14,24.64,9,2024
14,24.73,10,2024
14,24.82,11,2024
14,24.86,12,2024
14,25.12,1,2025
14,25.02,2,2025
14,24.07,3,2025
14,23.93,4,2025
15,15.91,1,2017
15,15.88,2,2017
15,15.81,3,2017
15,15.84,4,2017
15,15.75,5,2017
15,15.65,6,2017
15,15.56,7,2017
15,15.63,8,2017
15,15.85,9,2017
15,15.98,10,2017
15,16.07,11,2017
15,16.18,12,2017
15,16.78,1,2018
15,17.43,2,2018
15,17.66,3,2018
15,17.75,4,2018
15,17.92,5,2018
15,18.16,6,2018
15,18.56,7,2018
15,19.12,8,2018
15,19.34,9,2018
15,19.53,10,2018
15,19.51,11,2018
15,19.29,12,2018
15,19.08,1,2019
15,19.44,2,2019
15,19.82,3,2019
15,19.71,4,2019
15,19.65,5,2019
15,19.51,6,2019
15,19.55,7,2019
15,19.44,8,2019
15,19.44,9,2019
15,19.34,10,2019
15,19.32,11,2019
15,19.47,12,2019
15,19.59,1,2020
15,19.54,2,2020
15,17.96,3,2020
15,14.86,4,2020
15,16.18,5,2020
15,17.65,6,2020
15,18.61,7,2020
15,18.58,8,2020
15,18.48,9,2020
15,18.28,10,2020
15,17.57,11,2020
15,17.82,12,2020
15,18.96,1,2021
15,19.81,2,2021
15,20.01,3,2021
15,19.97,4,2021
15,19.97,5,2021
15,20.03,6,2021
15,20.2,7,2021
15,20.26,8,2021
15,20.15,9,2021
15,20.08,10,2021
15,19.97,11,2021
15,20.19,12,2021
15,20.56,1,2022
15,20.76,2,2022
15,21.09,3,2022
15,21.18,4,2022
15,21.23,5,2022
15,21.28,6,2022
15,21.42,7,2022
15,21.47,8,2022
15,21.36,9,2022
15,21.58,10,2022
15,21.4,11,2022
15,21.19,12,2022
15,21.49,1,2023
15,21.54,2,2023
15,21.63,3,2023
15,21.8,4,2023
15,21.81,5,2023
15,21.91,6,2023
15,21.98,7,2023
15,22.14,8,2023
15,22.1,9,2023
15,22.07,10,2023
15,22.11,11,2023
15,22.02,12,2023
15,22.33,1,2024
15,23.21,2,2024
15,23.34,3,2024
15,23.4,4,2024
15,23.48,5,2024
15,23.56,6,2024
15,23.84,7,2024
15,23.98,8,2024
15,23.82,9,2024
15,23.89,10,2024
15,23.95,11,2024
15,23.99,12,2024
15,24.32,1,2025
15,24.23,2,2025
15,23.85,3,2025
15,23.83,4,2025
16,16.16,1,2017
16,16.13,2,2017
16,16.05,3,2017
16,16.06,4,2017
16,15.94,5,2017
16,15.83,6,2017
16,15.74,7,2017
16,15.8,8,2017
16,16.03,9,2017
16,16.15,10,2017
16,16.23,11,2017
16,16.35,12,2017
16,16.91,1,2018
16,17.62,2,2018
16,17.86,3,2018
16,17.96,4,2018
16,18.18,5,2018
16,18.45,6,2018
16,18.75,7,2018
16,19.15,8,2018
16,19.38,9,2018
16,19.6,10,2018
16,19.59,11,2018
16,19.39,12,2018
16,19.39,1,2019
16,19.76,2,2019
16,20.3,3,2019
16,20.21,4,2019
16,20.16,5,2019
16,19.98,6,2019
16,20.0,7,2019
16,19.84,8,2019
16,19.83,9,2019
16,19.75,10,2019
16,19.77,11,2019
16,19.93,12,2019
16,20.03,1,2020
16,19.89,2,2020
16,18.14,3,2020
16,14.95,4,2020
16,16.35,5,2020
16,17.76,6,2020
16,18.78,7,2020
16,18.74,8,2020
16,18.58,9,2020
16,18.37,10,2020
16,17.58,11,2020
16,17.83,12,2020
16,18.97,1,2021
16,19.92,2,2021
16,20.26,3,2021
16,20.21,4,2021
16,20.28,5,2021
16,20.32,6,2021
16,20.22,7,2021
16,20.22,8,2021
16,20.15,9,2021
16,20.01,10,2021
16,19.97,11,2021
16,20.3,12,2021
16,20.65,1,2022
16,20.81,2,2022
16,21.31,3,2022
16,21.47,4,2022
16,21.7,5,2022
16,21.91,6,2022
16,21.87,7,2022
16,21.88,8,2022
16,21.59,9,2022
16,21.81,10,2022
16,21.75,11,2022
16,21.51,12,2022
16,21.72,1,2023
16,21.74,2,2023
16,21.89,3,2023
16,22.11,4,2023
16,21.93,5,2023
16,21.94,6,2023
16,22.0,7,2023
16,22.11,8,2023
16,22.3,9,2023
16,22.23,10,2023
16,22.09,11,2023
16,21.93,12,2023
16,22.08,1,2024
16,22.78,2,2024
16,22.92,3,2024
16,23.14,4,2024
16,23.39,5,2024
16,23.44,6,2024
16,23.7,7,2024
16,23.85,8,2024
16,23.65,9,2024
16,23.61,10,2024
16,23.56,11,2024
16,23.64,12,2024
16,24.11,1,2025
16,24.01,2,2025
16,23.76,3,2025
16,23.71,4,2025
17,16.31,1,2017
17,16.29,2,2017
17,16.23,3,2017
17,16.25,4,2017
17,16.16,5,2017
17,16.07,6,2017
17,15.99,7,2017
17,16.06,8,2017
17,16.28,9,2017
17,16.4,10,2017
17,16.49,11,2017
17,16.71,12,2017
17,17.3,1,2018
17,17.95,2,2018
17,18.19,3,2018
17,18.3,4,2018
17,18.47,5,2018
17,18.69,6,2018
17,19.11,7,2018
17,19.65,8,2018
17,19.89,9,2018
17,20.09,10,2018
17,20.13,11,2018
17,19.98,12,2018
17,19.94,1,2019
17,20.33,2,2019
17,20.79,3,2019
17,20.69,4,2019
17,20.59,5,2019
17,20.36,6,2019
17,20.27,7,2019
17,20.16,8,2019
17,20.25,9,2019
17,20.14,10,2019
17,20.16,11,2019
17,20.29,12,2019
17,20.25,1,2020
17,20.26,2,2020
17,19.2,3,2020
17,16.48,4,2020
17,17.34,5,2020
17,18.63,6,2020
17,19.38,7,2020
17,19.3,8,2020
17,19.24,9,2020
17,19.0,10,2020
17,18.31,11,2020
17,18.51,12,2020
17,19.52,1,2021
17,20.25,2,2021
17,20.53,3,2021
17,20.68,4,2021
17,20.79,5,2021
17,20.79,6,2021
17,20.86,7,2021
17,20.86,8,2021
17,20.78,9,2021
17,20.69,10,2021
17,20.57,11,2021
17,20.79,12,2021
17,21.3,1,2022
17,21.47,2,2022
17,21.79,3,2022
17,22.02,4,2022
17,22.05,5,2022
17,22.17,6,2022
17,22.38,7,2022
17,22.55,8,2022
17,22.38,9,2022
17,22.41,10,2022
17,22.24,11,2022
17,22.06,12,2022
17,22.5,1,2023
17,22.65,2,2023
17,22.61,3,2023
17,22.97,4,2023
17,22.42,5,2023
17,22.32,6,2023
17,22.84,7,2023
17,23.01,8,2023
17,22.99,9,2023
17,23.1,10,2023
17,23.1,11,2023
17,22.53,12,2023
17,23.24,1,2024
17,23.87,2,2024
17,24.41,3,2024
17,24.62,4,2024
17,24.5,5,2024
17,24.61,6,2024
17,25.03,7,2024
17,25.03,8,2024
17,24.67,9,2024
17,24.83,10,2024
17,25.11,11,2024
17,25.17,12,2024
17,25.55,1,2025
17,25.36,2,2025
17,24.21,3,2025
17,24.02,4,2025
18,16.28,1,2017
18,16.26,2,2017
18,16.18,3,2017
18,16.18,4,2017
18,16.06,5,2017
18,15.93,6,2017
18,15.88,7,2017
18,16.0,8,2017
18,16.25,9,2017
18,16.42,10,2017
18,16.56,11,2017
18,16.72,12,2017
18,17.16,1,2018
18,17.72,2,2018
18,17.93,3,2018
18,18.0,4,2018
18,18.23,5,2018
18,18.56,6,2018
18,18.87,7,2018
18,19.39,8,2018
18,19.66,9,2018
18,19.85,10,2018
18,19.78,11,2018
18,19.34,12,2018
18,19.07,1,2019
18,19.48,2,2019
18,20.23,3,2019
18,19.81,4,2019
18,19.92,5,2019
18,19.65,6,2019
18,19.77,7,2019
18,19.73,8,2019
18,19.86,9,2019
18,19.82,10,2019
18,19.81,11,2019
18,19.88,12,2019
18,19.98,1,2020
18,19.92,2,2020
18,18.3,3,2020
18,15.91,4,2020
18,16.61,5,2020
18,17.69,6,2020
18,18.8,7,2020
18,19.02,8,2020
18,19.07,9,2020
18,19.02,10,2020
18,18.53,11,2020
18,18.71,12,2020
18,19.51,1,2021
18,20.21,2,2021
18,20.83,3,2021
18,21.07,4,2021
18,21.2,5,2021
18,21.3,6,2021
18,21.38,7,2021
18,21.27,8,2021
18,21.06,9,2021
18,21.09,10,2021
18,21.08,11,2021
18,21.15,12,2021
18,21.57,1,2022
18,21.96,2,2022
18,22.39,3,2022
18,22.65,4,2022
18,22.85,5,2022
18,23.09,6,2022
18,22.86,7,2022
18,22.96,8,2022
18,22.74,9,2022
18,22.98,10,2022
18,23.11,11,2022
18,22.73,12,2022
18,22.93,1,2023
18,23.17,2,2023
18,23.33,3,2023
18,23.6,4,2023
18,23.46,5,2023
18,23.19,6,2023
18,23.33,7,2023
18,23.47,8,2023
18,23.44,9,2023
18,23.36,10,2023
18,23.04,11,2023
18,23.23,12,2023
18,23.23,1,2024
18,23.99,2,2024
18,24.08,3,2024
18,24.36,4,2024
18,24.54,5,2024
18,24.73,6,2024
18,24.98,7,2024
18,25.16,8,2024
18,24.88,9,2024
18,24.59,10,2024
18,24.53,11,2024
18,24.59,12,2024
18,24.74,1,2025
18,24.66,2,2025
18,24.17,3,2025
18,23.91,4,2025
19,15.86,1,2017
19,15.86,2,2017
19,15.77,3,2017
19,15.79,4,2017
19,15.7,5,2017
19,15.6,6,2017
19,15.51,7,2017
19,15.59,8,2017
19,15.81,9,2017
19,15.93,10,2017
19,16.01,11,2017
19,16.18,12,2017
19,16.78,1,2018
19,17.38,2,2018
19,17.64,3,2018
19,17.75,4,2018
19,17.91,5,2018
19,18.15,6,2018
19,18.54,7,2018
19,19.09,8,2018
19,19.32,9,2018
19,19.52,10,2018
19,19.51,11,2018
19,19.26,12,2018
19,19.06,1,2019
19,19.55,2,2019
19,20.1,3,2019
19,20.12,4,2019
19,20.11,5,2019
19,19.98,6,2019
19,20.1,7,2019
19,20.06,8,2019
19,20.14,9,2019
19,20.1,10,2019
19,20.08,11,2019
19,20.15,12,2019
19,20.14,1,2020
19,20.13,2,2020
19,18.53,3,2020
19,16.17,4,2020
19,17.11,5,2020
19,18.41,6,2020
19,19.33,7,2020
19,19.37,8,2020
19,19.34,9,2020
19,19.3,10,2020
19,18.86,11,2020
19,19.14,12,2020
19,20.08,1,2021
19,20.8,2,2021
19,21.01,3,2021
19,21.05,4,2021
19,21.09,5,2021
19,21.17,6,2021
19,21.31,7,2021
19,21.39,8,2021
19,21.35,9,2021
19,21.28,10,2021
19,21.15,11,2021
19,21.25,12,2021
19,21.64,1,2022
19,21.71,2,2022
19,22.03,3,2022
19,22.13,4,2022
19,22.21,5,2022
19,22.25,6,2022
19,22.39,7,2022
19,22.5,8,2022
19,22.5,9,2022
19,22.67,10,2022
19,22.62,11,2022
19,22.5,12,2022
19,22.78,1,2023
19,22.89,2,2023
19,22.82,3,2023
19,22.9,4,2023
19,22.94,5,2023
19,22.93,6,2023
19,22.99,7,2023
19,23.14,8,2023
19,23.22,9,2023
19,23.26,10,2023
19,23.35,11,2023
19,23.37,12,2023
19,23.42,1,2024
19,23.86,2,2024
19,24.1,3,2024
19,24.27,4,2024
19,24.33,5,2024
19,24.42,6,2024
19,24.6,7,2024
19,24.8,8,2024
19,24.78,9,2024
19,24.79,10,2024
19,24.85,11,2024
19,24.95,12,2024
19,25.13,1,2025
19,25.07,2,2025
19,24.17,3,2025
19,24.06,4,2025
20,15.86,1,2017
20,15.86,2,2017
20,15.77,3,2017
20,15.79,4,2017
20,15.69,5,2017
20,15.58,6,2017
20,15.5,7,2017
20,15.57,8,2017
20,15.79,9,2017
20,15.91,10,2017
20,15.99,11,2017
20,16.11,12,2017
20,16.66,1,2018
20,17.35,2,2018
20,17.58,3,2018
20,17.67,4,2018
20,17.82,5,2018
20,18.03,6,2018
20,18.42,7,2018
20,18.96,8,2018
20,19.21,9,2018
20,19.41,10,2018
20,19.41,11,2018
20,19.16,12,2018
20,18.85,1,2019
20,19.07,2,2019
20,19.59,3,2019
20,19.37,4,2019
20,19.26,5,2019
20,19.16,6,2019
20,19.25,7,2019
20,19.18,8,2019
20,19.28,9,2019
20,19.27,10,2019
20,19.28,11,2019
20,19.36,12,2019
20,19.43,1,2020
20,19.34,2,2020
20,17.64,3,2020
20,14.6,4,2020
20,15.86,5,2020
20,17.33,6,2020
20,18.34,7,2020
20,18.25,8,2020
20,18.11,9,2020
20,17.98,10,2020
20,17.31,11,2020
20,17.58,12,2020
20,18.69,1,2021
20,19.57,2,2021
20,19.86,3,2021
20,19.89,4,2021
20,19.91,5,2021
20,19.92,6,2021
20,20.02,7,2021
20,20.01,8,2021
20,19.86,9,2021
20,19.71,10,2021
20,19.63,11,2021
20,19.86,12,2021
20,20.3,1,2022
20,20.49,2,2022
20,20.91,3,2022
20,21.09,4,2022
20,21.2,5,2022
20,21.22,6,2022
20,21.4,7,2022
20,21.43,8,2022
20,21.26,9,2022
20,21.54,10,2022
20,21.36,11,2022
20,21.06,12,2022
20,21.4,1,2023
20,21.41,2,2023
20,21.46,3,2023
20,21.56,4,2023
20,21.55,5,2023
20,21.61,6,2023
20,21.74,7,2023
20,21.99,8,2023
20,21.92,9,2023
20,21.87,10,2023
20,21.91,11,2023
20,21.77,12,2023
20,22.05,1,2024
20,22.82,2,2024
20,22.94,3,2024
20,23.05,4,2024
20,23.13,5,2024
20,23.22,6,2024
20,23.6,7,2024
20,23.8,8,2024
20,23.61,9,2024
20,23.62,10,2024
20,23.74,11,2024
20,23.69,12,2024
20,24.01,1,2025
20,23.87,2,2025
20,23.7,3,2025
20,23.65,4,2025
21,16.04,1,2017
21,16.02,2,2017
21,15.95,3,2017
21,15.98,4,2017
21,15.89,5,2017
21,15.78,6,2017
21,15.7,7,2017
21,15.76,8,2017
21,15.99,9,2017
21,16.11,10,2017
21,16.2,11,2017
21,16.31,12,2017
21,16.88,1,2018
21,17.53,2,2018
21,17.8,3,2018
21,17.91,4,2018
21,18.09,5,2018
21,18.35,6,2018
21,18.72,7,2018
21,19.25,8,2018
21,19.51,9,2018
21,19.69,10,2018
21,19.7,11,2018
21,19.53,12,2018
21,19.61,1,2019
21,19.89,2,2019
21,20.18,3,2019
21,20.06,4,2019
21,19.94,5,2019
21,19.75,6,2019
21,19.79,7,2019
21,19.7,8,2019
21,19.74,9,2019
21,19.69,10,2019
21,19.71,11,2019
21,19.79,12,2019
21,19.83,1,2020
21,19.74,2,2020
21,17.91,3,2020
21,14.79,4,2020
21,16.13,5,2020
21,17.63,6,2020
21,18.69,7,2020
21,18.63,8,2020
21,18.5,9,2020
21,18.25,10,2020
21,17.27,11,2020
21,17.57,12,2020
21,18.73,1,2021
21,19.63,2,2021
21,19.82,3,2021
21,19.84,4,2021
21,19.91,5,2021
21,19.92,6,2021
21,19.98,7,2021
21,19.9,8,2021
21,19.83,9,2021
21,19.64,10,2021
21,19.5,11,2021
21,19.8,12,2021
21,20.25,1,2022
21,20.45,2,2022
21,20.94,3,2022
21,21.18,4,2022
21,21.37,5,2022
21,21.44,6,2022
21,21.5,7,2022
21,21.49,8,2022
21,21.24,9,2022
21,21.43,10,2022
21,21.15,11,2022
21,20.87,12,2022
21,21.18,1,2023
21,21.06,2,2023
21,21.14,3,2023
21,21.2,4,2023
21,21.25,5,2023
21,21.33,6,2023
21,21.52,7,2023
21,21.8,8,2023
21,21.68,9,2023
21,21.67,10,2023
21,21.73,11,2023
21,21.7,12,2023
21,21.98,1,2024
21,22.61,2,2024
21,22.75,3,2024
21,22.89,4,2024
21,22.98,5,2024
21,23.2,6,2024
21,23.58,7,2024
21,23.79,8,2024
21,23.57,9,2024
21,23.6,10,2024
21,23.72,11,2024
21,23.62,12,2024
21,23.98,1,2025
21,23.92,2,2025
21,23.66,3,2025
21,23.61,4,2025
22,15.89,1,2017
22,15.87,2,2017
22,15.79,3,2017
22,15.81,4,2017
22,15.72,5,2017
22,15.62,6,2017
22,15.55,7,2017
22,15.62,8,2017
22,15.84,9,2017
22,15.97,10,2017
22,16.04,11,2017
22,16.2,12,2017
22,16.75,1,2018
22,17.25,2,2018
22,17.42,3,2018
22,17.47,4,2018
22,17.63,5,2018
22,17.87,6,2018
22,18.27,7,2018
22,18.99,8,2018
22,19.33,9,2018
22,19.5,10,2018
22,19.45,11,2018
22,19.13,12,2018
22,18.83,1,2019
22,19.56,2,2019
22,20.08,3,2019
22,19.66,4,2019
22,19.57,5,2019
22,19.39,6,2019
22,19.63,7,2019
22,19.62,8,2019
22,19.78,9,2019
22,19.68,10,2019
22,19.67,11,2019
22,19.86,12,2019
22,19.97,1,2020
22,19.85,2,2020
22,18.38,3,2020
22,16.16,4,2020
22,16.91,5,2020
22,18.45,6,2020
22,19.3,7,2020
22,19.39,8,2020
22,19.53,9,2020
22,19.57,10,2020
22,19.01,11,2020
22,19.21,12,2020
22,20.08,1,2021
22,20.81,2,2021
22,21.01,3,2021
22,21.13,4,2021
22,21.18,5,2021
22,21.16,6,2021
22,21.18,7,2021
22,21.31,8,2021
22,21.28,9,2021
22,21.33,10,2021
22,21.22,11,2021
22,21.34,12,2021
22,21.71,1,2022
22,22.05,2,2022
22,22.38,3,2022
22,22.53,4,2022
22,22.69,5,2022
22,22.77,6,2022
22,22.92,7,2022
22,23.07,8,2022
22,22.95,9,2022
22,23.18,10,2022
22,23.15,11,2022
22,22.92,12,2022
22,23.17,1,2023
22,23.33,2,2023
22,23.39,3,2023
22,23.51,4,2023
22,23.49,5,2023
22,23.57,6,2023
22,23.61,7,2023
22,23.71,8,2023
22,23.76,9,2023
22,23.78,10,2023
22,23.69,11,2023
22,23.61,12,2023
22,23.78,1,2024
22,24.51,2,2024
22,24.6,3,2024
22,25.01,4,2024
22,25.12,5,2024
22,25.02,6,2024
22,25.1,7,2024
22,25.31,8,2024
22,25.24,9,2024
22,25.15,10,2024
22,25.13,11,2024
22,25.08,12,2024
22,25.56,1,2025
22,25.57,2,2025
22,24.85,3,2025
22,24.57,4,2025
23,15.85,1,2017
23,15.82,2,2017
23,15.76,3,2017
23,15.78,4,2017
23,15.69,5,2017
23,15.59,6,2017
23,15.5,7,2017
23,15.58,8,2017
23,15.8,9,2017
23,15.93,10,2017
23,16.01,11,2017
23,16.2,12,2017
23,16.85,1,2018
23,17.57,2,2018
23,17.79,3,2018
23,17.86,4,2018
23,18.03,5,2018
23,18.25,6,2018
23,18.56,7,2018
23,19.04,8,2018
23,19.3,9,2018
23,19.52,10,2018
23,19.47,11,2018
23,19.17,12,2018
23,18.92,1,2019
23,19.36,2,2019
23,19.77,3,2019
23,19.52,4,2019
23,19.45,5,2019
23,19.31,6,2019
23,19.31,7,2019
23,19.17,8,2019
23,19.36,9,2019
23,19.33,10,2019
23,19.37,11,2019
23,19.5,12,2019
23,19.61,1,2020
23,19.5,2,2020
23,17.52,3,2020
23,14.57,4,2020
23,16.28,5,2020
23,17.75,6,2020
23,18.52,7,2020
23,18.41,8,2020
23,18.41,9,2020
23,18.34,10,2020
23,17.66,11,2020
23,18.06,12,2020
23,19.14,1,2021
23,19.92,2,2021
23,20.13,3,2021
23,20.26,4,2021
23,20.37,5,2021
23,20.46,6,2021
23,20.49,7,2021
23,20.53,8,2021
23,20.54,9,2021
23,20.56,10,2021
23,20.54,11,2021
23,20.68,12,2021
23,21.07,1,2022
23,21.25,2,2022
23,21.59,3,2022
23,21.76,4,2022
23,21.93,5,2022
23,22.04,6,2022
23,22.09,7,2022
23,22.15,8,2022
23,22.05,9,2022
23,22.27,10,2022
23,22.01,11,2022
23,21.97,12,2022
23,22.2,1,2023
23,22.19,2,2023
23,22.22,3,2023
23,22.15,4,2023
23,22.3,5,2023
23,22.37,6,2023
23,22.36,7,2023
23,22.41,8,2023
23,22.48,9,2023
23,22.46,10,2023
23,22.45,11,2023
23,22.43,12,2023
23,22.65,1,2024
23,23.29,2,2024
23,23.5,3,2024
23,23.68,4,2024
23,23.75,5,2024
23,23.86,6,2024
23,24.09,7,2024
23,24.25,8,2024
23,24.26,9,2024
23,24.34,10,2024
23,24.42,11,2024
23,24.38,12,2024
23,24.72,1,2025
23,24.61,2,2025
23,24.08,3,2025
23,23.98,4,2025
24,16.12,1,2017
24,16.09,2,2017
24,16.02,3,2017
24,16.04,4,2017
24,15.95,5,2017
24,15.85,6,2017
24,15.77,7,2017
24,15.84,8,2017
24,16.07,9,2017
24,16.2,10,2017
24,16.34,11,2017
24,16.53,12,2017
24,17.09,1,2018
24,17.64,2,2018
24,17.89,3,2018
24,18.05,4,2018
24,18.26,5,2018
24,18.51,6,2018
24,18.91,7,2018
24,19.47,8,2018
24,19.72,9,2018
24,19.91,10,2018
24,19.93,11,2018
24,19.81,12,2018
24,19.54,1,2019
24,19.84,2,2019
24,20.21,3,2019
24,20.03,4,2019
24,20.0,5,2019
24,19.84,6,2019
24,19.95,7,2019
24,19.85,8,2019
24,19.86,9,2019
24,19.8,10,2019
24,19.79,11,2019
24,19.88,12,2019
24,19.97,1,2020
24,19.85,2,2020
24,17.88,3,2020
24,15.68,4,2020
24,17.39,5,2020
24,18.62,6,2020
24,19.4,7,2020
24,19.23,8,2020
24,19.22,9,2020
24,19.06,10,2020
24,18.25,11,2020
24,18.25,12,2020
24,19.18,1,2021
24,19.73,2,2021
24,20.38,3,2021
24,20.66,4,2021
24,20.73,5,2021
24,20.67,6,2021
24,20.47,7,2021
24,20.51,8,2021
24,20.56,9,2021
24,20.49,10,2021
24,20.52,11,2021
24,20.56,12,2021
24,20.98,1,2022
24,21.26,2,2022
24,21.85,3,2022
24,22.13,4,2022
24,21.89,5,2022
24,21.79,6,2022
24,22.31,7,2022
24,22.53,8,2022
24,22.54,9,2022
24,22.61,10,2022
24,22.32,11,2022
24,22.08,12,2022
24,22.39,1,2023
24,22.14,2,2023
24,22.34,3,2023
24,22.42,4,2023
24,22.43,5,2023
24,22.28,6,2023
24,22.51,7,2023
24,23.02,8,2023
24,23.09,9,2023
24,22.86,10,2023
24,22.61,11,2023
24,22.37,12,2023
24,22.98,1,2024
24,23.49,2,2024
24,23.74,3,2024
24,24.19,4,2024
24,24.36,5,2024
24,24.38,6,2024
24,24.71,7,2024
24,24.84,8,2024
24,24.96,9,2024
24,24.4,10,2024
24,24.56,11,2024
24,24.94,12,2024
24,25.06,1,2025
24,24.76,2,2025
24,23.94,3,2025
24,23.87,4,2025
25,16.12,1,2017
25,16.14,2,2017
25,15.77,3,2017
25,15.67,4,2017
25,15.57,5,2017
25,15.45,6,2017
25,15.33,7,2017
25,15.4,8,2017
25,15.63,9,2017
25,15.79,10,2017
25,15.92,11,2017
25,16.05,12,2017
25,16.43,1,2018
25,16.98,2,2018
25,17.22,3,2018
25,17.37,4,2018
25,17.64,5,2018
25,17.8,6,2018
25,18.19,7,2018
25,18.71,8,2018
25,18.95,9,2018
25,19.13,10,2018
25,19.13,11,2018
25,18.93,12,2018
25,18.29,1,2019
25,18.84,2,2019
25,19.34,3,2019
25,19.09,4,2019
25,19.1,5,2019
25,18.97,6,2019
25,18.96,7,2019
25,18.62,8,2019
25,18.83,9,2019
25,19.13,10,2019
25,18.8,11,2019
